id,nombre,seccion,colonia,municipio,celular,email,latitud,longitud,segmento,canal,mensaje_tipo,fecha_contacto,encuestador
PP632-0178,Leticia Mendoza Celaya,632,Centro,Puerto Penasco,,,31.342293,-113.541258,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-03,Brigadista-10
PP632-0179,Miguel Vazquez Mendoza,632,Centro,Puerto Penasco,6386071415,,31.344808,-113.543037,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-27,Brigadista-02
PP632-0180,Carlos Reyes Ramos,632,Villa Bonita,Puerto Penasco,6385052136,,31.34486,-113.542894,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-23,Brigadista-08
PP632-0181,Sergio Valenzuela Vazquez,632,Barrio Antiguo,Puerto Penasco,6387674596,sergio.26@gmail.com,31.345313,-113.542607,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-12,Brigadista-06
PP632-0182,Sandra Perez Reyes,632,Ejido Suviri,Puerto Penasco,6387816358,,31.337228,-113.543659,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-05,Brigadista-11
PP632-0183,Miguel Mendoza Reyes,632,Barrio Antiguo,Puerto Penasco,6381855710,,31.351278,-113.547834,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-19,Brigadista-06
PP632-0184,Alejandro Ortiz Ramos,632,Las Conchas,Puerto Penasco,6388326007,alejandro.89@gmail.com,31.33936,-113.542625,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-10,Brigadista-12
PP632-0185,Margarita Gonzalez Ramirez,632,Las Conchas,Puerto Penasco,6384708558,,31.344967,-113.54053,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-22,Brigadista-12
PP632-0186,Claudia Cardenas Acosta,632,Puerto Viejo,Puerto Penasco,6385828875,,31.346957,-113.543143,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-20,Brigadista-12
PP632-0187,Patricia Lopez Zazueta,632,Villa Bonita,Puerto Penasco,6382490530,patricia.45@gmail.com,31.338922,-113.538959,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-09,Brigadista-05
PP632-0188,Eduardo Hernandez Vazquez,632,El Cholla,Puerto Penasco,6383622448,,31.350789,-113.540391,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-15,Brigadista-12
PP632-0189,Fernando Zazueta Bernal,632,El Mirador,Puerto Penasco,6386354282,fernando.75@gmail.com,31.353755,-113.548472,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-18,Brigadista-11
PP632-0190,Hector Cardenas Ochoa,632,Playas de Encanto,Puerto Penasco,6381945869,,31.344395,-113.539669,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-28,Brigadista-04
PP632-0191,Ernesto Ibarra Ochoa,632,Barrio Antiguo,Puerto Penasco,6386548319,ernesto.57@gmail.com,31.337941,-113.542717,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-19,Brigadista-07
PP632-0192,Sandra Martinez Ramos,632,La Marina,Puerto Penasco,6385600609,,31.348873,-113.548465,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-24,Brigadista-04
PP632-0193,Sergio Moreno Jimenez,632,Puerto Viejo,Puerto Penasco,6386606690,sergio.62@gmail.com,31.352295,-113.541765,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-03,Brigadista-04
PP632-0194,Jorge Gonzalez Bernal,632,Ejido Coahuila,Puerto Penasco,6382815718,,31.34543,-113.544786,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-09,Brigadista-08
PP632-0195,Claudia Moreno Cardenas,632,Colonia Pescadores,Puerto Penasco,6381211511,claudia.91@gmail.com,31.342556,-113.54222,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-14,Brigadista-04
PP632-0196,Patricia Zazueta Mendoza,632,Fraccionamiento del Mar,Puerto Penasco,6383343303,patricia.82@gmail.com,31.341622,-113.545005,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-25,Brigadista-03
PP632-0197,Miguel Ortiz Lizarraga,632,Ejido Suviri,Puerto Penasco,,,31.339154,-113.540201,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-01,Brigadista-02
PP632-0198,Ana Reyes Ochoa,632,Las Conchas,Puerto Penasco,6382299872,ana.72@gmail.com,31.341455,-113.539016,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-03
PP632-0199,Guadalupe Ruiz Cruz,632,El Cholla,Puerto Penasco,6383788299,,31.342613,-113.540937,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-01
PP632-0200,Jose Acosta Ibarra,632,Villa Bonita,Puerto Penasco,6384324179,,31.346738,-113.539482,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-14,Brigadista-09
PP632-0201,Norma Acosta Martinez,632,Las Conchas,Puerto Penasco,6388353482,,31.350847,-113.542445,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-03,Brigadista-05
PP632-0202,Adriana Garcia Ruiz,632,Colonia Nuevo Penasco,Puerto Penasco,6389691277,,31.346844,-113.546712,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-25,Brigadista-11
PP632-0203,Jorge Valenzuela Reyes,632,Villa Bonita,Puerto Penasco,,,31.335319,-113.539388,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-11,Brigadista-03
PP632-0204,Guadalupe Morales Torres,632,Villa Bonita,Puerto Penasco,6388514949,,31.342936,-113.540771,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-25,Brigadista-08
PP632-0205,Francisco Ochoa Rodriguez,632,Fraccionamiento del Mar,Puerto Penasco,6388843765,francisco.96@gmail.com,31.347768,-113.540436,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-27,Brigadista-04
PP632-0206,Adriana Moreno Zazueta,632,Playas de Encanto,Puerto Penasco,6381771296,,31.353515,-113.547414,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-15,Brigadista-05
PP632-0207,Ana Gastelum Bernal,632,Ejido Suviri,Puerto Penasco,6383832100,,31.336809,-113.541373,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-19,Brigadista-07
PP632-0208,Oscar Flores Mendoza,632,Fraccionamiento del Mar,Puerto Penasco,,,31.349662,-113.541342,Multiplicadores,Visita,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-31,Brigadista-01
PP632-0209,Claudia Hernandez Ibarra,632,Villa Bonita,Puerto Penasco,,,31.351793,-113.542152,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-20,Brigadista-04
PP632-0210,Hector Ortiz Ramos,632,Playas de Encanto,Puerto Penasco,6385153601,,31.352929,-113.547148,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-22,Brigadista-07
PP632-0211,Margarita Lizarraga Lizarraga,632,El Mirador,Puerto Penasco,6381039569,margarita.96@gmail.com,31.351966,-113.543313,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-12,Brigadista-03
PP632-0212,Margarita Perez Bernal,632,Ejido Coahuila,Puerto Penasco,6384026283,margarita.90@gmail.com,31.336595,-113.540684,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-24,Brigadista-04
PP632-0213,Antonio Ramos Zazueta,632,Colonia Nuevo Penasco,Puerto Penasco,6382116824,antonio.10@gmail.com,31.339541,-113.546034,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-21,Brigadista-09
PP632-0214,Adriana Ochoa Reyes,632,Las Conchas,Puerto Penasco,6382885707,adriana.54@gmail.com,31.346575,-113.5475,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-22,Brigadista-01
PP632-0215,Sandra Lizarraga Cardenas,632,Ejido Suviri,Puerto Penasco,,,31.337036,-113.538858,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-28,Brigadista-12
PP632-0216,Carmen Acosta Gastelum,632,Villa Bonita,Puerto Penasco,6384566254,,31.349553,-113.541919,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-26,Brigadista-05
PP632-0217,Margarita Bernal Ochoa,632,Playas de Encanto,Puerto Penasco,,,31.340405,-113.544,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-19,Brigadista-06
PP632-0218,Rosa Sanchez Acosta,632,Las Conchas,Puerto Penasco,6388586591,rosa.71@gmail.com,31.344169,-113.544451,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-24,Brigadista-09
PP632-0219,Diana Garcia Cruz,632,La Marina,Puerto Penasco,,,31.350451,-113.542439,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-20,Brigadista-11
PP632-0220,Ricardo Garcia Martinez,632,Ejido Coahuila,Puerto Penasco,6384601983,ricardo.99@gmail.com,31.338516,-113.540223,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-19,Brigadista-09
PP632-0221,Patricia Esquer Gastelum,632,Fraccionamiento Penasco,Puerto Penasco,6387055668,patricia.15@gmail.com,31.350902,-113.542115,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-12,Brigadista-03
PP632-0222,Francisco Morales Flores,632,Ejido Suviri,Puerto Penasco,6389289747,,31.350298,-113.543578,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-21,Brigadista-12
PP632-0223,Rosa Ibarra Acosta,632,Colonia Pescadores,Puerto Penasco,,,31.345651,-113.545579,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-16,Brigadista-10
PP632-0224,Ernesto Zazueta Vazquez,632,Fraccionamiento Penasco,Puerto Penasco,6388252962,,31.342009,-113.546574,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-05,Brigadista-01
PP632-0225,Jose Jimenez Garcia,632,Ejido Coahuila,Puerto Penasco,6384311593,jose.76@gmail.com,31.342113,-113.539073,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-01,Brigadista-02
PP632-0226,Jorge Garcia Vazquez,632,Villa Bonita,Puerto Penasco,6383748387,,31.344422,-113.546293,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-10,Brigadista-08
PP632-0227,Alejandro Ibarra Esquer,632,Los Medanos,Puerto Penasco,6381830657,,31.345462,-113.547643,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-19,Brigadista-11
PP632-0228,Juan Valenzuela Bernal,632,El Mirador,Puerto Penasco,,juan.10@gmail.com,31.348911,-113.54568,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-20,Brigadista-08
PP632-0229,Fernando Ramos Ramirez,632,Fraccionamiento Penasco,Puerto Penasco,,,31.344575,-113.545077,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-22,Brigadista-12
PP632-0230,Luis Lopez Celaya,632,Centro,Puerto Penasco,6383999265,luis.61@gmail.com,31.346256,-113.54007,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-04,Brigadista-02
PP632-0231,Veronica Ochoa Gonzalez,632,Puerto Viejo,Puerto Penasco,6388732422,veronica.60@gmail.com,31.350039,-113.544743,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-01,Brigadista-09
PP632-0232,Adriana Bernal Zazueta,632,Colonia Nuevo Penasco,Puerto Penasco,6382502649,adriana.42@gmail.com,31.344266,-113.540535,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-09,Brigadista-01
PP632-0233,Elena Hernandez Ramos,632,Playas de Encanto,Puerto Penasco,6382047582,,31.335506,-113.542397,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-21,Brigadista-05
PP632-0234,Norma Acosta Esquer,632,Colonia Pescadores,Puerto Penasco,,,31.343567,-113.546385,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-21,Brigadista-06
PP632-0235,Carlos Ochoa Lopez,632,El Cholla,Puerto Penasco,6382586409,,31.350557,-113.543572,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-03,Brigadista-06
PP632-0236,Miguel Torres Morales,632,Centro,Puerto Penasco,6385220854,,31.35184,-113.544772,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-06,Brigadista-04
PP632-0237,Sandra Ramirez Cardenas,632,Colonia Nuevo Penasco,Puerto Penasco,6383495920,sandra.55@gmail.com,31.338398,-113.544304,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-24,Brigadista-10
PP632-0238,Sofia Celaya Bernal,632,Los Medanos,Puerto Penasco,6383930168,,31.344992,-113.543577,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-25,Brigadista-10
PP632-0239,Laura Ochoa Martinez,632,Fraccionamiento Penasco,Puerto Penasco,6385277117,laura.88@gmail.com,31.339514,-113.538846,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-30,Brigadista-10
PP632-0240,Diana Ruiz Gastelum,632,La Marina,Puerto Penasco,6389954259,diana.27@gmail.com,31.339101,-113.542326,Multiplicadores,Visita,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-27,Brigadista-08
PP1582-0001,Norma Bojorquez Ramirez,1582,El Mirador,Puerto Penasco,6382299240,,31.344351,-113.50768,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-19,Brigadista-07
PP1582-0002,Guadalupe Ochoa Ramos,1582,Villa Bonita,Puerto Penasco,6384787417,,31.35126,-113.511877,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-10,Brigadista-05
PP1582-0003,Ana Perez Moreno,1582,Colonia Pescadores,Puerto Penasco,,ana.44@gmail.com,31.348933,-113.497134,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-05,Brigadista-01
PP1582-0004,Alejandro Valenzuela Reyes,1582,Colonia Pescadores,Puerto Penasco,6384553086,,31.3498,-113.51273,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-07,Brigadista-09
PP1582-0005,Claudia Acosta Lopez,1582,La Marina,Puerto Penasco,6385629471,claudia.56@gmail.com,31.342853,-113.518045,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-07,Brigadista-12
PP1582-0006,Elena Morales Mendoza,1582,La Marina,Puerto Penasco,6383471253,elena.23@gmail.com,31.349251,-113.497999,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-13,Brigadista-06
PP1582-0007,Laura Ochoa Jimenez,1582,Fraccionamiento Penasco,Puerto Penasco,6382359848,,31.343968,-113.507165,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-18,Brigadista-12
PP1582-0008,Claudia Gonzalez Flores,1582,Playas de Encanto,Puerto Penasco,6383063872,,31.347094,-113.512614,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-10,Brigadista-05
PP1582-0009,Alejandro Gastelum Jimenez,1582,Fraccionamiento Penasco,Puerto Penasco,,,31.342213,-113.505347,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-12,Brigadista-09
PP1582-0010,Margarita Cardenas Morales,1582,Los Medanos,Puerto Penasco,,,31.346142,-113.518277,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-25,Brigadista-10
PP1582-0011,Ana Acosta Cardenas,1582,Playas de Encanto,Puerto Penasco,,ana.93@gmail.com,31.352216,-113.513124,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-19,Brigadista-09
PP1582-0012,Patricia Ramos Rodriguez,1582,Villa Bonita,Puerto Penasco,6388810424,,31.352648,-113.515393,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-19,Brigadista-03
PP1582-0013,Elena Ramos Ochoa,1582,Ejido Suviri,Puerto Penasco,6383818423,elena.16@gmail.com,31.345607,-113.519195,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-08,Brigadista-11
PP1582-0014,Adriana Moreno Gastelum,1582,Playas de Encanto,Puerto Penasco,6381444343,,31.345773,-113.51565,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-11,Brigadista-10
PP1582-0015,Elena Perez Torres,1582,Puerto Viejo,Puerto Penasco,6389705239,,31.346215,-113.516377,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-22,Brigadista-12
PP1582-0016,Maria Perez Perez,1582,Fraccionamiento Penasco,Puerto Penasco,6386342219,maria.34@gmail.com,31.344806,-113.510979,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-20,Brigadista-07
PP1582-0017,Ernesto Ortiz Ramirez,1582,Playas de Encanto,Puerto Penasco,6383896621,ernesto.60@gmail.com,31.34577,-113.505919,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-12,Brigadista-02
PP1582-0018,Guadalupe Celaya Lopez,1582,Barrio Antiguo,Puerto Penasco,6387627495,,31.347716,-113.503681,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-23,Brigadista-10
PP1582-0019,Alejandro Flores Lopez,1582,Las Conchas,Puerto Penasco,,,31.346315,-113.502288,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-02,Brigadista-02
PP1582-0020,Maria Ochoa Ortiz,1582,Los Medanos,Puerto Penasco,6383845078,maria.78@gmail.com,31.343444,-113.515622,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-14,Brigadista-07
PP1582-0021,Francisco Cardenas Mendoza,1582,Barrio Antiguo,Puerto Penasco,6386430257,,31.34817,-113.49601,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-28,Brigadista-07
PP1582-0022,Ernesto Flores Ortiz,1582,Centro,Puerto Penasco,6386704492,ernesto.71@gmail.com,31.346861,-113.502259,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-20,Brigadista-08
PP1582-0023,Margarita Gastelum Esquer,1582,Colonia Pescadores,Puerto Penasco,6381266238,,31.34752,-113.506476,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-02,Brigadista-11
PP1582-0024,Veronica Perez Cardenas,1582,Centro,Puerto Penasco,6385710059,,31.342871,-113.512879,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-29,Brigadista-10
PP1582-0025,Monica Moreno Gastelum,1582,Colonia Pescadores,Puerto Penasco,6381252972,,31.344888,-113.519387,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-10,Brigadista-04
PP1582-0026,Francisco Hernandez Rodriguez,1582,Puerto Viejo,Puerto Penasco,6389395465,francisco.59@gmail.com,31.340864,-113.514048,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-25,Brigadista-11
PP1582-0027,Carlos Martinez Ramirez,1582,Fraccionamiento del Mar,Puerto Penasco,6386792038,,31.349295,-113.514486,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-18,Brigadista-09
PP1582-0028,Jorge Zazueta Celaya,1582,El Mirador,Puerto Penasco,6386643287,jorge.45@gmail.com,31.348969,-113.501357,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-25,Brigadista-04
PP1582-0029,Laura Lopez Esquer,1582,Colonia Pescadores,Puerto Penasco,6387082101,,31.350391,-113.510554,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-04,Brigadista-08
PP1582-0030,Guadalupe Valenzuela Gonzalez,1582,Fraccionamiento Penasco,Puerto Penasco,,guadalupe.52@gmail.com,31.350354,-113.502998,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-12
PP1582-0031,Ana Hernandez Lizarraga,1582,Villa Bonita,Puerto Penasco,6383850405,,31.346393,-113.515048,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-10,Brigadista-08
PP1582-0032,Veronica Ibarra Cardenas,1582,Fraccionamiento Penasco,Puerto Penasco,6384506867,,31.342235,-113.505545,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-09,Brigadista-08
PP1582-0033,Diana Valenzuela Mendoza,1582,Las Conchas,Puerto Penasco,6388342660,diana.81@gmail.com,31.342954,-113.521407,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-31,Brigadista-02
PP1582-0034,Jorge Ochoa Cardenas,1582,El Mirador,Puerto Penasco,6386716143,jorge.35@gmail.com,31.345759,-113.515258,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-27,Brigadista-10
PP1582-0035,Francisco Jimenez Moreno,1582,Puerto Viejo,Puerto Penasco,,francisco.65@gmail.com,31.343301,-113.51271,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-03,Brigadista-03
PP1582-0036,Jose Zazueta Ramos,1582,Colonia Nuevo Penasco,Puerto Penasco,6385420147,,31.344867,-113.521425,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-19,Brigadista-02
PP1582-0037,Fernando Torres Reyes,1582,Ejido Suviri,Puerto Penasco,6386860757,,31.346952,-113.509311,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-13,Brigadista-04
PP1582-0038,Ricardo Rodriguez Ramos,1582,Colonia Nuevo Penasco,Puerto Penasco,6384882367,ricardo.57@gmail.com,31.34091,-113.521248,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-02,Brigadista-05
PP1582-0039,Adriana Rodriguez Reyes,1582,Centro,Puerto Penasco,6384342298,adriana.70@gmail.com,31.343333,-113.505115,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-14,Brigadista-09
PP1582-0040,Luis Lopez Ramos,1582,Colonia Pescadores,Puerto Penasco,6389145722,,31.349718,-113.502876,Multiplicadores,Email,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-02,Brigadista-07
PP1582-0041,Sofia Moreno Valenzuela,1582,Barrio Antiguo,Puerto Penasco,6387332982,sofia.54@gmail.com,31.346478,-113.510429,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-03,Brigadista-06
PP1582-0042,Ernesto Sanchez Valenzuela,1582,Fraccionamiento del Mar,Puerto Penasco,6384389708,,31.343339,-113.521463,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-03,Brigadista-12
PP1582-0043,Claudia Morales Ramos,1582,Las Conchas,Puerto Penasco,6383269858,claudia.41@gmail.com,31.348102,-113.505829,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-27,Brigadista-11
PP1582-0044,Luis Ruiz Cardenas,1582,Villa Bonita,Puerto Penasco,,,31.34503,-113.520799,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-16,Brigadista-08
PP1582-0045,Rosa Ruiz Ruiz,1582,Los Medanos,Puerto Penasco,6388331298,rosa.63@gmail.com,31.344362,-113.503259,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-02,Brigadista-09
PP1582-0046,Sofia Rodriguez Reyes,1582,La Marina,Puerto Penasco,,sofia.82@gmail.com,31.348171,-113.500001,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-04,Brigadista-08
PP1582-0047,Francisco Ortiz Celaya,1582,Colonia Nuevo Penasco,Puerto Penasco,,,31.349461,-113.513545,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-05,Brigadista-02
PP1582-0048,Diana Hernandez Ruiz,1582,Ejido Coahuila,Puerto Penasco,6382384961,,31.347555,-113.507985,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-02,Brigadista-06
PP1582-0049,Norma Jimenez Ruiz,1582,Colonia Pescadores,Puerto Penasco,6385218148,,31.34427,-113.506941,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-24,Brigadista-04
PP1582-0050,Laura Vazquez Lizarraga,1582,Centro,Puerto Penasco,,,31.347575,-113.512694,Activación,Visita,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-16,Brigadista-10
PP1582-0051,Juan Sanchez Ruiz,1582,Ejido Suviri,Puerto Penasco,6388573686,,31.349767,-113.50959,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-03-03,Brigadista-10
PP1582-0052,Laura Lopez Ramirez,1582,Centro,Puerto Penasco,6381961263,,31.346865,-113.516759,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-03,Brigadista-11
PP1582-0053,Leticia Ramos Mendoza,1582,Colonia Pescadores,Puerto Penasco,6381719623,,31.350114,-113.509715,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-21,Brigadista-07
PP1582-0054,Carmen Gastelum Mendoza,1582,Ejido Coahuila,Puerto Penasco,6389077079,carmen.32@gmail.com,31.348747,-113.509611,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-15,Brigadista-06
PP1582-0055,Antonio Ramirez Zazueta,1582,Los Medanos,Puerto Penasco,6389424230,antonio.21@gmail.com,31.347053,-113.518121,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-06,Brigadista-11
PP1582-0056,Jorge Celaya Moreno,1582,Colonia Pescadores,Puerto Penasco,6382358129,,31.346542,-113.513167,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-10,Brigadista-09
PP1582-0057,Sofia Gastelum Vazquez,1582,Colonia Pescadores,Puerto Penasco,,,31.345843,-113.507447,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-05,Brigadista-10
